AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,amount_to_balance_ratio,avg_txn_amount_account,txn_amount_account,mean,std,amount_zscore,diff_btwn_txn_times,avg_time_btwn_txns,amount_to_user_avg,unique_merchant_user,TransactionHour,TransactionDayOfTheWeek,is_night,unique_devices_per_account,unique_ips_per_account,unique_accounts_per_devices,merchant_avg_amount,merchant_amount_deviation,avg_loginAttempts,loginAttemps_excess,TransactionAmount_log
AC00020,359.65,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,25,Student,289,1,219.53,1.6382726734387099,420.89000000000004,9,420.89000000000004,271.8111800956686,-0.2253034624199255,661,486.22222222222223,0.8544988001615622,9,17,3,0,9,9,7,326.4096,33.240399999999966,1.0,0.0,5.887907958949682
AC00453,109.91,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38,Doctor,90,1,12896.06,0.008522758113718453,263.41111111111115,9,263.41111111111115,153.76499564631447,-0.9982838452009566,552,560.3333333333334,0.41725650651706236,9,16,0,0,9,9,4,330.61925925925925,-220.70925925925926,1.2222222222222223,-0.22222222222222232,4.70871906161665
AC00367,215.72,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11,0.02480364166947411,233.61428571428573,7,233.61428571428573,179.75422626993995,-0.09954862305942994,389,480.57142857142856,0.9234024338041948,7,18,2,0,7,7,6,388.02500000000003,-172.30500000000004,1.0,0.0,5.37860619777684
AC00167,490.76,Debit,Columbus,D000193,17.36.132.202,M048,Online,66,Retired,156,1,6414.11,0.07651256370720178,316.31399999999996,5,316.31399999999996,183.4175117866339,0.9510869398497225,654,495.8,1.5514962979823848,4,16,3,0,5,5,6,421.338076923077,69.42192307692301,1.0,0.0,6.197990792598754
AC00110,224.28,Debit,Chicago,D000316,189.20.224.220,M068,Online,64,Retired,68,1,5767.51,0.038886798635806435,313.47125,8,313.47125,399.3111939484041,-0.22336275905033756,627,499.125,0.7154723120541358,8,16,2,0,8,8,3,302.5021875,-78.22218749999999,1.125,-0.125,5.417344072969677
AC00078,614.03,Debit,Dallas,D000693,58.190.9.136,M086,ATM,68,Retired,51,1,2815.86,0.21806126725050248,489.52,6,489.52,401.00232263666504,0.310496954684261,545,501.6666666666667,1.2543512011766629,6,16,0,0,6,6,4,393.59476190476187,220.4352380952381,1.0,0.0,6.421671047104593
AC00212,608.79,Debit,Fort Worth,D000399,158.129.49.240,M015,Online,55,Engineer,157,1,2991.17,0.20352905384849404,312.33,3,312.33,256.7422347413841,1.15469899332544,366,360.6666666666667,1.949188358467006,3,18,4,0,3,3,4,298.0234375,310.76656249999996,1.0,0.0,6.413114635600407
AC00051,186.55,Debit,Philadelphia,D000049,60.166.231.236,M003,Branch,48,Engineer,288,1,224.65,0.8304028488760294,237.3,4,237.3,59.260182809932914,-0.8563929031871552,501,535.5,0.7861356932153393,4,16,2,0,4,4,1,214.01692307692306,-27.466923076923052,1.75,-0.75,5.234045476527896
AC00250,840.16,Credit,Colorado Springs,D000692,23.163.145.195,M014,Branch,20,Student,68,1,1236.76,0.6793233933827096,496.615,2,496.615,485.84599828546493,0.7071067811865475,594,587.0,1.6917733052767234,2,16,0,0,2,2,2,286.90909090909093,553.2509090909091,1.0,0.0,6.7347818915805036
AC00304,203.34,Debit,Phoenix,D000057,69.82.61.135,M061,ATM,60,Doctor,66,1,13586.99,0.014965787124300526,331.9818181818182,11,331.9818181818182,344.023362340937,-0.3739333785544787,319,548.2727272727273,0.6125034229694944,11,17,2,0,11,11,4,186.14,17.200000000000017,1.0909090909090908,-0.09090909090909083,5.319785273163277
AC00007,90.88,Debit,Colorado Springs,D000086,175.210.47.87,M071,ATM,26,Engineer,284,1,7117.35,0.012768797375427651,299.07599999999996,5,299.07599999999996,240.23640696197566,-0.8666296779611468,349,419.0,0.30386925062525916,5,17,0,0,5,5,2,313.5111111111112,-222.63111111111118,1.0,0.0,4.520483377820898
AC00017,60.11,Credit,Albuquerque,D000636,8.243.4.138,M067,Branch,61,Retired,122,1,7235.87,0.008307224977784288,226.69,5,226.69,169.64220922282283,-0.9819490135335324,342,524.6,0.2651638801888041,5,17,0,0,5,5,3,346.5332,-286.4232,1.0,0.0,4.1126755189068245
AC00158,393.92,Debit,Memphis,D000504,141.169.67.34,M061,Branch,72,Retired,47,1,7318.64,0.05382420777630817,336.3742857142857,7,336.3742857142857,227.67804643524906,0.25275038672681227,537,450.42857142857144,1.1710764369622275,6,16,1,0,7,7,7,186.14,207.78000000000003,1.0,0.0,5.978683212743249
AC00110,19.39,Debit,Colorado Springs,D000294,201.95.180.152,M062,ATM,43,Doctor,45,1,9847.6,0.001969007676997441,313.47125,8,313.47125,399.3111939484041,-0.7364713397891844,352,499.125,0.0618557523217839,8,16,4,0,8,8,4,240.8886206896552,-221.49862068965518,1.125,-0.125,3.015044584586364
AC00175,557.41,Credit,Washington,D000180,194.29.57.163,M087,Online,80,Retired,49,1,2968.75,0.18775915789473682,305.21999999999997,7,305.21999999999997,247.24397255882027,1.0200046431465708,569,467.14285714285717,1.8262564707424154,6,16,4,0,7,7,4,227.97639999999998,329.43359999999996,1.0,0.0,6.325093459597267
AC00079,57.07,Credit,Boston,D000250,116.175.11.222,M027,Online,31,Doctor,99,1,9323.71,0.006120953997925719,103.00399999999999,5,103.00399999999999,112.68440655210462,-0.40763404099537387,436,538.4,0.5540561531591006,5,16,4,0,5,5,5,255.55578947368423,-198.48578947368424,1.0,0.0,4.061649179383958
AC00403,395.27,Credit,Miami,D000045,150.83.4.238,M085,Online,18,Student,167,1,1764.08,0.22406580200444423,122.57124999999999,8,122.57124999999999,126.41802475884747,2.1571192123923373,454,456.625,3.224818217975259,7,16,0,0,8,8,5,326.4096,68.86039999999997,1.0,0.0,5.982095797103882
AC00228,289.05,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1,5683.49,0.05085783559045587,313.73749999999995,8,313.73749999999995,340.524461665909,-0.07249846275132218,513,472.875,0.9213116060400814,8,17,4,0,8,8,6,300.0543333333334,-11.004333333333363,1.75,-0.75,5.670053321912073
AC00344,46.11,Debit,San Francisco,D000184,13.88.251.53,M048,Online,33,Doctor,233,1,5225.73,0.008823647605214965,572.9200000000001,4,572.9200000000001,596.2324759688959,-0.8835647523961485,587,521.75,0.08048244082943516,4,17,0,0,4,4,5,421.338076923077,-375.22807692307697,1.0,0.0,3.85248529271195
AC00466,335.5,Debit,Sacramento,D000326,107.247.202.71,M003,ATM,63,Retired,47,1,6445.4,0.052052626679492356,658.9925000000001,4,658.9925000000001,573.0377536355408,-0.5645221417745285,447,464.5,0.5091104982226656,4,16,0,0,4,4,5,214.01692307692306,121.48307692307694,1.0,0.0,5.8185981490847825
AC00204,388.07,Debit,Seattle,D000422,44.197.126.59,M067,Online,24,Student,68,1,289.71,1.3395119257188224,379.82142857142856,7,379.82142857142856,266.5383178474577,0.03094703791629754,425,412.2857142857143,1.021716972261401,7,17,1,0,7,7,7,346.5332,41.53679999999997,1.0,0.0,5.96375927601576
AC00030,520.86,Credit,Sacramento,D000309,179.132.235.182,M017,Online,51,Engineer,66,1,9200.74,0.05661066392485822,329.96666666666664,9,329.96666666666664,133.2458016224151,1.4326405110629814,594,478.77777777777777,1.5785230831397112,9,16,0,0,9,9,7,272.02086956521737,248.83913043478265,1.2222222222222223,-0.22222222222222232,6.2573993526770755
AC00455,787.41,Debit,Memphis,D000351,150.25.200.56,M081,Online,25,Student,39,1,300.87,2.617110379898295,304.6228571428572,7,304.6228571428572,240.29788053679576,2.0091194386677733,503,481.0,2.584868408711474,7,16,0,0,6,7,2,441.5117391304348,345.89826086956515,1.0,0.0,6.670018259114919
AC00094,31.7,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1,743.9,0.042613254469686786,56.004999999999995,4,56.004999999999995,46.49006381296258,-0.5227998846760705,521,491.0,0.5660208909918758,4,16,3,0,4,4,2,330.61925925925925,-298.91925925925926,1.0,0.0,3.487375077903208
AC00185,22.3,Debit,Philadelphia,D000035,133.63.96.21,M030,ATM,21,Student,90,1,1200.35,0.018577914774857335,242.40166666666664,6,242.40166666666664,316.5751116823094,-0.6952589086900295,552,485.5,0.09199606713375184,6,16,0,0,6,6,5,317.32115384615383,-295.0211538461538,1.0,0.0,3.1484533605716547
AC00351,203.12,Debit,San Jose,D000004,77.21.150.75,M078,ATM,56,Retired,181,1,1562.39,0.1300059524190503,147.705,2,147.705,78.36864455890506,0.7071067811865475,655,641.0,1.3751734876950679,2,16,2,0,2,2,4,302.108,-98.988,1.0,0.0,5.318708056195771
AC00335,315.94,Credit,Raleigh,D000625,8.244.162.185,M024,Branch,49,Doctor,172,1,7719.71,0.04092640785728997,171.595,2,171.595,204.1346566607444,0.7071067811865475,615,604.5,1.841195839039599,2,17,0,0,2,2,3,299.4425,16.497500000000002,1.0,0.0,5.758712481514662
AC00409,192.23,Debit,Albuquerque,D000117,167.164.55.0,M058,Online,54,Engineer,39,3,2610.67,0.07363243918227887,262.93999999999994,5,262.93999999999994,200.9477764246223,-0.3518824704513416,311,413.0,0.731079333688294,5,16,3,0,5,5,3,348.9725925925926,-156.74259259259262,1.4,1.6,5.263881189226909
AC00312,1510.71,Debit,Oklahoma City,D000106,193.209.134.233,M060,Online,66,Retired,51,1,2060.02,0.7333472490558345,489.73,4,489.73,709.1478788893987,1.439727919089265,507,526.5,3.084781410164785,4,16,3,0,4,4,3,333.30766666666665,1177.4023333333334,1.0,0.0,7.32099673940191
AC00097,0.26,Debit,Oklahoma City,D000239,60.197.167.40,M090,Online,20,Student,173,1,1833.67,0.0001417921436245344,87.24000000000001,3,87.24000000000001,92.88151538384804,-0.9364618960031061,346,427.0,0.0029802842732691423,3,16,3,0,3,3,4,175.5325,-175.2725,1.0,0.0,0.23111172096338664
AC00447,210.77,Debit,Mesa,D000009,144.91.150.133,M094,ATM,71,Retired,161,1,5396.65,0.03905571048706142,158.275,4,158.275,75.82823594589726,0.6922882926810363,522,485.5,1.3316695624703838,4,16,2,0,4,4,2,249.27999999999997,-38.50999999999996,1.0,0.0,5.355500780075491
AC00280,406.65,Debit,Mesa,D000013,147.234.20.46,M062,ATM,57,Doctor,107,1,12995.7,0.03129111937025324,347.662,5,347.662,238.55931656508406,0.24726764332386414,361,433.6,1.1696705420782254,5,18,2,0,5,5,5,240.8886206896552,165.76137931034478,1.0,0.0,6.01040896310892
AC00023,422.9,Debit,Tucson,D000237,180.224.54.115,M027,ATM,40,Engineer,111,1,7616.43,0.05552470120515779,208.62333333333333,6,208.62333333333333,124.46264092757579,1.7216143339859966,615,506.3333333333333,2.02709827919536,6,16,0,0,6,6,1,255.55578947368423,167.34421052631575,1.5,-0.5,6.049497578358592
AC00077,20.62,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,35,Doctor,225,1,12500.8,0.0016494944323563294,292.72,6,292.72,245.83113529412827,-1.1068573542340028,501,497.0,0.07044274391910357,6,17,2,0,6,6,6,286.90909090909093,-266.28909090909093,1.1666666666666667,-0.16666666666666674,3.073618812211062
AC00113,174.39,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,19,Student,36,1,1127.08,0.15472725982184052,335.18,4,335.18,212.6168549292365,-0.7562429613283219,664,560.25,0.5202876066591084,4,16,0,0,4,4,5,298.0234375,-123.63343750000001,1.0,0.0,5.167012065770046
AC00391,7.86,Credit,Sacramento,D000065,201.113.165.203,M053,Branch,76,Retired,91,1,3621.98,0.002170083766337749,155.93666666666667,3,155.93666666666667,161.64942509434832,-0.9160358385452977,384,375.0,0.05040507898505804,3,16,0,0,3,3,2,305.6141666666667,-297.75416666666666,1.0,0.0,2.1815467646169897
AC00136,61.98,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,0.011891149362658952,485.06625,8,485.06625,335.44262809170726,-1.261277531740336,670,508.875,0.12777636044560922,8,18,1,0,8,7,6,336.8874193548387,-274.9074193548387,1.0,0.0,4.142817215672879
AC00204,54.85,Credit,San Francisco,D000287,214.67.148.245,M071,Branch,58,Retired,40,1,2727.45,0.020110359493299604,379.82142857142856,7,379.82142857142856,266.5383178474577,-1.2192296822305777,425,412.2857142857143,0.14440996708979784,7,16,1,0,7,7,6,313.5111111111112,-258.66111111111115,1.0,0.0,4.02266952551521
AC00089,204.7,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,0.04000367400621063,240.252,5,240.252,189.81157359339284,-0.18730153976889824,409,481.2,0.8520220435209696,5,16,3,0,5,5,5,388.02500000000003,-183.32500000000005,1.8,3.2,5.326418796658912
AC00305,16.55,Debit,Tucson,D000477,214.32.109.197,M009,Branch,26,Engineer,159,1,6089.79,0.0027176634990697546,230.47833333333332,6,230.47833333333332,270.8240355224526,-0.7899163488965795,419,461.6666666666667,0.07180718361089619,6,17,0,0,6,6,3,350.868,-334.318,1.5,-0.5,2.865053949911875
AC00338,91.32,Debit,Milwaukee,D000353,49.29.37.185,M056,Branch,58,Engineer,77,1,2618.1,0.03488025667468775,415.05428571428575,7,415.05428571428575,580.5036545350696,-0.5576782905416287,359,490.57142857142856,0.22001941226276767,6,16,4,0,7,7,6,283.3940909090909,-192.0740909090909,1.0,0.0,4.52526080275979
AC00268,195.49,Debit,Memphis,D000472,147.227.81.224,M016,ATM,31,Doctor,212,1,11988.12,0.016306977240801726,461.99,4,461.99,663.4541720922905,-0.4016856193089524,510,474.75,0.4231476871793762,4,16,0,0,4,4,3,319.1859090909091,-123.69590909090908,1.0,0.0,5.280611539429104
AC00363,49.62,Debit,Portland,D000080,19.228.76.177,M055,ATM,55,Engineer,111,1,3841.42,0.012917098364667232,391.90916666666664,12,391.90916666666664,379.4357138378068,-0.902100551380836,332,474.6666666666667,0.12661097065433954,12,16,3,0,12,12,2,305.23,-255.61,1.0,0.0,3.9243467551169777
AC00316,487.16,Credit,Los Angeles,D000361,156.96.135.18,M077,Branch,28,Student,84,1,321.21,1.516640204227764,572.9266666666666,6,572.9266666666666,460.06866938172027,-0.18642144613308964,671,457.3333333333333,0.8503007947497645,6,16,0,0,6,6,3,315.785,171.375,1.5,-0.5,6.19064322096836
AC00167,405.6,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,9754.73,0.041579828452453324,316.31399999999996,5,316.31399999999996,183.4175117866339,0.4867910328205998,453,495.8,1.2822701492820427,4,17,1,0,5,5,5,335.33210526315787,70.26789473684215,1.0,0.0,6.007829901194246
AC00405,512.95,Debit,Columbus,D000335,6.234.101.35,M066,Branch,57,Engineer,143,1,9584.52,0.05351859039367647,427.675,6,427.675,309.2498545674678,0.27574790655688386,384,524.3333333333334,1.1993920617291167,6,17,0,0,6,6,4,351.43382352941177,161.51617647058828,1.0,0.0,6.242125984458931
AC00098,345.94,Debit,Portland,D000354,129.102.184.189,M100,ATM,31,Doctor,163,1,7624.56,0.045371798503782514,642.514,5,642.514,568.888066345217,-0.5213222381431195,391,438.6,0.5384162835362342,5,17,0,0,5,5,4,267.6541379310345,78.28586206896551,1.0,0.0,5.849151854333263
AC00116,356.56,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2485.73,0.14344277133880187,196.705,6,196.705,172.36425647447908,0.9274254608795226,391,465.0,1.8126636333595993,6,17,0,0,6,6,4,267.6541379310345,88.90586206896552,1.0,0.0,5.879303180219652
AC00267,10.31,Debit,Louisville,D000072,74.58.165.67,M054,Online,36,Engineer,280,1,2137.9,0.004822489358716498,200.31099999999998,10,200.31099999999998,223.27182871757216,-0.8509851022913503,660,508.8,0.051469964205660204,9,16,4,0,9,10,6,349.35592592592593,-339.0459259259259,1.0,0.0,2.425687290128029
AC00447,211.69,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,30,Doctor,111,1,6412.85,0.033010284039077784,158.275,4,158.275,75.82823594589726,0.7044209763512248,380,485.5,1.337482230295372,4,16,4,0,4,4,7,351.43382352941177,-139.74382352941177,1.0,0.0,5.359835706526454
AC00042,221.49,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1,707.25,0.3131707317073171,210.808,5,210.808,89.46389282833606,0.11940012514877608,417,555.8,1.0506717012637092,5,18,2,0,5,5,9,295.00925925925924,-73.51925925925923,1.0,0.0,5.4048821567760665
AC00074,278.23,Debit,Fresno,D000530,116.106.207.139,M019,Online,48,Engineer,83,1,8300.54,0.033519505959853216,132.36666666666667,3,132.36666666666667,133.11583013801678,1.0957624888196973,549,508.0,2.1019642407454042,3,17,3,0,3,3,5,210.08133333333336,68.14866666666666,1.0,0.0,5.632035814972629
AC00063,116.88,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45,Doctor,263,1,7717.34,0.015145114767523523,319.272,10,319.272,315.4591707618876,-0.6415790655608105,396,485.7,0.3660828384574908,10,17,2,0,10,10,4,308.1144444444444,-191.23444444444442,1.2,-0.19999999999999996,4.769667157869494
AC00085,328.77,Credit,San Diego,D000133,101.120.142.50,M033,Online,39,Doctor,247,1,6967.03,0.04718940495447845,282.61833333333334,6,282.61833333333334,254.08378117594728,0.18163956177394752,580,506.0,1.1633003284759775,5,17,0,0,6,6,7,324.457037037037,4.312962962962956,1.0,0.0,5.798395441767263
AC00126,77.53,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,5158.6,0.015029271507773426,217.12285714285713,7,217.12285714285713,205.92875747972369,-0.6778696615823646,467,542.7142857142857,0.35707894148145225,6,18,1,0,7,7,3,295.00925925925924,-217.47925925925924,1.0,0.0,4.363480717386783
AC00471,421.74,Debit,San Jose,D000339,73.108.76.238,M014,Online,67,Doctor,103,1,12031.14,0.03505403477974656,294.90833333333336,6,294.90833333333336,178.5466293623788,0.7103559844260554,502,518.5,1.430071491141315,6,17,1,0,6,6,4,286.90909090909093,134.83090909090907,1.0,0.0,6.046757332856691
AC00304,313.69,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,73,Retired,152,1,7093.68,0.04422105310642713,331.9818181818182,11,331.9818181818182,344.023362340937,-0.053170279068694426,604,548.2727272727273,0.944901144640999,11,16,4,0,11,11,7,360.0852380952381,-46.395238095238085,1.0909090909090908,-0.09090909090909083,5.7515880272706
AC00242,411.72,Debit,Washington,D000104,166.41.54.117,M014,Branch,29,Doctor,153,1,8539.86,0.048211563187218524,145.5211111111111,9,145.5211111111111,141.20693267722768,1.885168694212551,502,506.22222222222223,2.8292802113477236,9,18,1,0,9,9,2,286.90909090909093,124.81090909090909,1.0,0.0,6.022769396936394
AC00261,508.73,Debit,Chicago,D000316,172.184.35.29,M071,Branch,59,Retired,89,1,7640.57,0.06658272877547095,145.12875,8,145.12875,210.7566843839123,1.725218116155536,478,569.875,3.505370231604696,8,16,4,0,8,8,3,313.5111111111112,195.21888888888884,1.25,-0.25,6.233881173765777
AC00338,153.08,Debit,Omaha,D000637,130.29.230.16,M057,ATM,24,Student,201,1,1292.21,0.11846371719766911,415.05428571428575,7,415.05428571428575,580.5036545350696,-0.4512879181167313,342,490.57142857142856,0.3688192250239211,6,16,0,0,7,7,4,243.34148148148148,-90.26148148148147,1.0,0.0,5.037471948049816
AC00292,23.01,Debit,Las Vegas,D000363,55.154.161.250,M090,Branch,63,Retired,166,1,5958.75,0.00386154814348647,279.17571428571426,7,279.17571428571426,227.90321234076117,-1.1240109854296172,513,455.7142857142857,0.08242120937658312,7,18,4,0,7,7,3,175.5325,-152.5225,1.0,0.0,3.178470410233162
AC00024,69.28,Debit,Los Angeles,D000379,184.4.253.143,M070,Online,25,Student,129,1,708.74,0.09775093828484352,285.38800000000003,5,285.38800000000003,338.4283671177699,-0.6385634922996762,370,477.2,0.24275722875523845,5,16,0,0,5,5,4,261.320625,-192.040625,1.0,0.0,4.252487263318897
AC00441,51.25,Credit,Austin,D000113,101.223.82.253,M044,Branch,28,Student,66,1,1744.4,0.02937972941985783,317.9483333333333,6,317.9483333333333,282.79096084681817,-0.9430935576395532,432,499.3333333333333,0.16118971111658603,6,16,1,0,6,6,5,291.1075,-239.85750000000002,1.6666666666666667,-0.6666666666666667,3.9560398908449206
AC00412,407.65,Debit,Denver,D000013,8.136.178.116,M095,ATM,25,Student,263,1,273.78,1.4889692453795018,285.885,4,285.885,171.51002662623935,0.7099584927787023,454,494.0,1.4259230110009269,4,17,0,0,4,4,5,205.84,201.80999999999997,1.0,0.0,6.0128590439621385
AC00315,459.25,Debit,Tucson,D000248,28.149.72.129,M043,Branch,25,Student,59,1,130.76,3.512159681859896,201.61200000000002,5,201.61200000000002,156.04033106860547,1.651098778345488,530,488.4,2.277890204948118,5,16,1,0,5,5,5,223.77833333333334,235.47166666666666,1.2,-0.19999999999999996,6.131769820113187
AC00120,301.56,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,10389.6,0.029025179025179024,290.7633333333333,6,290.7633333333333,226.69533199134622,0.04762632989319263,633,504.3333333333333,1.0371321464191956,6,17,3,0,6,6,5,184.53192307692308,117.02807692307692,1.1666666666666667,-0.16666666666666674,5.712279604910147
AC00462,17.67,Debit,San Diego,D000416,21.97.154.92,M061,Online,63,Doctor,91,1,1048.18,0.016857791600679274,82.36666666666666,6,82.36666666666666,60.848920012327795,-1.0632344280483421,495,480.1666666666667,0.21452853095912588,6,17,1,0,6,6,4,186.14,-168.46999999999997,1.0,0.0,2.9269179575536315
AC00481,5.29,Credit,San Francisco,D000121,62.27.235.199,M008,Online,32,Doctor,132,1,12896.68,0.0004101830858794666,151.985,4,151.985,161.2480913582132,-0.909747202366052,601,440.25,0.034806066388130406,4,18,0,0,4,4,1,222.6319047619048,-217.3419047619048,1.0,0.0,1.8389610707123492
AC00166,401.37,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43,Engineer,251,1,8208.54,0.04889663691716188,234.57666666666668,6,234.57666666666668,177.2526295056484,0.9409921522660302,412,424.3333333333333,1.711039745356884,6,16,0,0,6,6,2,335.33210526315787,66.03789473684213,1.0,0.0,5.997372063322444
AC00438,145.4,Debit,Tucson,D000069,49.174.157.140,M044,Online,38,Engineer,24,1,5244.49,0.02772433544539126,165.69125,8,165.69125,170.71193501146058,-0.11886251537502493,486,431.25,0.8775357781415736,8,17,3,0,8,8,5,291.1075,-145.7075,1.375,-0.375,4.986342601527212
AC00090,556.34,Debit,Seattle,D000377,59.127.135.25,M031,Online,37,Doctor,46,1,11935.14,0.046613613246262724,286.66333333333336,9,286.66333333333336,293.23707840244214,0.9196540496715737,381,477.8888888888889,1.9407434970174071,9,16,3,0,9,9,6,335.33210526315787,221.00789473684216,1.0,0.0,6.323175466627484
AC00041,34.31,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,24,Student,251,1,1484.76,0.023108111748700127,164.24,7,164.24,150.19008156333095,-0.8651037315351092,555,476.7142857142857,0.20890160740379932,7,16,4,0,7,7,6,249.27999999999997,-214.96999999999997,1.0,0.0,3.564166209940295
AC00141,780.59,Credit,Tucson,D000451,191.25.177.160,M058,Online,23,Student,145,1,6513.34,0.1198448108036737,291.23400000000004,5,291.23400000000004,305.9655843881792,1.5993824958402936,494,477.2,2.6802845821573027,5,17,2,0,5,5,9,348.9725925925926,431.6174074074074,1.0,0.0,6.661330306378558
AC00410,282.65,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,35,Doctor,161,1,13801.15,0.02048017737652297,315.602,5,315.602,229.32552904114274,-0.1436909363636011,606,506.4,0.8955900152724,5,17,2,0,5,5,7,409.3409523809524,-126.69095238095241,1.8,-0.8,5.647741083772576
AC00362,305.27,Debit,Las Vegas,D000657,57.166.147.242,M059,Online,68,Doctor,147,1,12958.65,0.02355723782955786,249.27666666666667,12,249.27666666666667,228.95567746274438,0.24455970672509109,403,475.6666666666667,1.2246232432504713,11,16,2,0,12,12,4,256.05111111111114,49.21888888888884,1.0,0.0,5.7244670658490335
AC00315,185.81,Debit,Austin,D000696,201.114.165.141,M033,Online,32,Doctor,116,1,9588.71,0.019377997666005127,201.61200000000002,5,201.61200000000002,156.04033106860547,-0.1012686905480381,410,488.4,0.9216217288653452,5,16,2,0,5,5,2,324.457037037037,-138.64703703703702,1.2,-0.19999999999999996,5.23009205755247
AC00092,66.01,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1,3475.99,0.0189902732746642,289.7,8,289.7,282.60396150291814,-0.7915317209652427,394,466.375,0.22785640317569902,8,18,4,0,8,8,5,304.1444827586207,-238.13448275862072,1.0,0.0,4.20484186198508
AC00133,447.95,Debit,Tucson,D000442,19.20.13.234,M002,Branch,29,Engineer,75,1,7544.4,0.05937516568580669,199.75571428571428,7,199.75571428571428,143.96749504166357,1.723960576256879,662,520.7142857142857,2.2424890401847972,7,17,2,0,7,7,5,290.42709677419356,157.52290322580643,1.0,0.0,6.106911522966818
AC00069,279.3,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1,1193.61,0.2339960288536457,231.08285714285714,7,231.08285714285714,195.24954969766986,0.24695136522365208,500,448.57142857142856,1.2086573770694495,7,17,3,0,7,7,7,161.17923076923077,118.12076923076924,1.0,0.0,5.635860458170742
AC00498,26.75,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,33,Doctor,27,1,12063.77,0.002217383123186201,381.3775,8,381.3775,423.1716944270797,-0.8380227332551632,545,461.125,0.07014047761076624,8,16,0,0,8,8,3,292.4764285714286,-265.7264285714286,1.125,-0.125,3.3232358401924436
AC00006,611.15,Debit,Detroit,D000044,51.250.46.149,M009,ATM,27,Student,121,1,892.83,0.6845088090677957,254.43,4,254.43,241.72167727919367,1.4757468341905504,450,497.0,2.4020359234367015,4,17,4,0,4,4,6,350.868,260.282,1.0,0.0,6.416977350519924
AC00104,275.2,Debit,New York,D000122,59.12.96.11,M058,Online,54,Engineer,81,1,1230.12,0.22371801125093488,275.2,1,275.2,,0.0,437,437.0,1.0,1,17,3,0,1,1,4,348.9725925925926,-73.77259259259262,1.0,0.0,5.621125240975192
AC00311,427.79,Debit,San Jose,D000018,203.99.96.114,M016,Branch,18,Student,189,1,1479.67,0.2891117614062595,291.2816666666667,6,291.2816666666667,229.57306962417582,0.5946182344331817,621,513.3333333333334,1.4686471857137136,6,17,1,0,6,6,3,319.1859090909091,108.60409090909093,1.0,0.0,6.060967288589134
AC00144,469.13,Credit,San Antonio,D000501,63.191.171.41,M009,ATM,54,Doctor,139,1,1265.28,0.3707716868993424,230.37125,8,230.37125,184.75310980854576,1.2923124825742782,335,491.75,2.036408623037814,8,17,0,0,8,8,7,350.868,118.262,1.25,-0.25,6.153009252203234
AC00157,102.81,Debit,Seattle,D000076,21.28.32.1,M074,Branch,76,Retired,47,1,3228.87,0.03184086073456039,249.81800000000004,5,249.81800000000004,149.02813549796562,-0.9864446032877251,335,402.6,0.4115396008294038,5,16,0,0,5,5,4,330.61925925925925,-227.80925925925925,1.0,0.0,4.642562305205154
AC00171,22.61,Debit,Seattle,D000255,76.136.92.235,M099,Online,19,Student,145,1,1111.67,0.020338769598891755,177.98600000000002,5,177.98600000000002,231.07038458011013,-0.672418493968155,318,405.8,0.12703246322744483,4,17,3,0,5,5,6,259.5232,-236.91319999999996,1.0,0.0,3.1616703510974213
AC00374,68.28,Debit,Boston,D000649,148.112.151.27,M100,Online,56,Engineer,293,1,3213.16,0.021250108927037558,222.90833333333333,6,222.90833333333333,176.7331523417909,-0.8749254527769174,514,465.8333333333333,0.3063142547384949,6,18,3,0,6,6,8,267.6541379310345,-199.37413793103448,1.0,0.0,4.2381562642541795
