AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,amount_to_balance_ratio,avg_txn_amount_account,txn_amount_account,mean,std,amount_zscore,diff_btwn_txn_times,avg_time_btwn_txns,amount_to_user_avg,unique_merchant_user,TransactionHour,TransactionDayOfTheWeek,is_night,unique_devices_per_account,unique_ips_per_account,unique_accounts_per_devices,merchant_avg_amount,merchant_amount_deviation,avg_loginAttempts,loginAttemps_excess,TransactionAmount_log,AnomalyFlag,AnomalyScore
AC00358,474.77,Debit,Boston,D000164,65.124.242.67,M038,Online,46,Engineer,284,1,8494.53,0.0558912617884685,450.05375,8,450.05375,563.8533185384172,0.0438345385003103,394,467.125,1.054918440297409,8,18,4,0,8,8,5,336.8874193548387,137.88258064516128,2.0,-1.0,6.164934544178619,0,-0.020187366455528544
AC00188,179.38,Debit,Mesa,D000218,199.59.68.207,M028,Online,40,Doctor,173,1,11666.18,0.0153760699732045,110.956,5,110.956,87.07078344657293,0.7858433942079471,601,481.0,1.6166768809257726,5,17,0,0,5,5,5,312.6157575757576,-133.2357575757576,1.0,0.0,5.195065736737562,0,-0.06272193322417591
AC00329,247.58,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39,Engineer,152,1,778.74,0.3179238256671032,220.51333333333332,9,220.51333333333332,205.49035281491928,0.1317174567851612,524,489.77777777777777,1.12274390059558,9,18,0,0,9,9,6,302.5021875,-54.92218749999998,1.0,0.0,5.515764725317365,0,-0.06829728562144255
AC00317,260.31,Debit,Austin,D000404,195.226.203.234,M065,Branch,63,Doctor,113,1,10980.38,0.0237068298182758,433.2214285714285,7,433.2214285714285,310.3609456438622,-0.5571301125298272,614,508.7142857142857,0.6008705544838503,7,16,1,0,7,7,2,240.50181818181815,19.808181818181826,1.2857142857142858,-0.2857142857142858,5.565707441981806,0,-0.0687523210956012
AC00448,222.96,Credit,Fresno,D000328,203.245.215.62,M073,ATM,65,Doctor,150,1,7370.41,0.0302506916168842,168.26571428571427,7,168.26571428571427,201.4306404908931,0.271529125762565,591,514.5714285714286,1.3250471193520454,7,17,3,0,7,7,3,333.0779166666667,-110.11791666666667,1.0,0.0,5.411467464480692,0,-0.05896627365961632
AC00492,180.36,Credit,Oklahoma City,D000451,184.185.209.72,M021,Online,33,Engineer,55,1,9905.23,0.0182085625472603,157.848,5,157.848,131.2370009562852,0.1715369890805315,523,448.8,1.1426182149916375,5,16,1,0,5,5,9,233.2088,-52.84879999999998,1.0,0.0,5.200484006199273,0,-0.05316701808330704
AC00199,7.08,Credit,Seattle,D000241,140.212.253.222,M019,ATM,37,Doctor,139,1,13316.71,0.000531662850659,7.08,1,7.08,,0.0,627,627.0,1.0,1,16,2,0,1,1,4,210.08133333333336,-203.00133333333332,1.0,0.0,2.089391872533004,1,0.0014893190625423491
AC00160,269.79,Debit,San Jose,D000202,82.115.199.37,M013,ATM,52,Engineer,17,1,1292.1,0.2087996285117251,513.445,2,513.445,344.5802055400165,-0.7071067811865476,397,523.5,0.5254506324922825,2,16,1,0,2,2,7,315.64696969696973,-45.85696969696971,1.0,0.0,5.601343612734418,0,-0.06592702613350443
AC00202,649.28,Debit,San Jose,D000448,73.108.76.238,M074,ATM,75,Retired,137,1,4875.86,0.1331621498566406,310.1766666666667,12,310.1766666666667,201.27868203668325,1.684745398280834,612,446.6666666666667,2.093258680536898,12,17,3,0,12,12,2,330.61925925925925,318.6607407407407,1.0,0.0,6.477403039366023,0,-0.018873560159579306
AC00475,85.35,Debit,Washington,D000514,100.4.40.132,M074,ATM,66,Retired,166,1,2173.76,0.0392637641689974,120.90375,8,120.90375,95.68769019762752,-0.3715603326464403,487,456.125,0.7059334387891194,7,16,2,0,8,8,4,330.61925925925925,-245.2692592592593,1.0,0.0,4.458408804592688,0,-0.07110185159716492
AC00236,263.34,Debit,Denver,D000506,209.214.250.164,M084,ATM,64,Retired,55,1,2411.02,0.1092234821776675,345.3999999999999,6,345.3999999999999,311.6841375495391,-0.2632793591780311,606,527.1666666666666,0.7624203821656051,5,17,2,0,6,6,2,242.8781481481481,20.461851851851836,1.0,0.0,5.57723615332966,0,-0.08210708270513872
AC00402,137.81,Debit,Detroit,D000260,145.76.10.8,M067,Branch,58,Engineer,44,1,2631.47,0.05236996811668,328.71,4,328.71,313.9724123762044,-0.6080152028492937,374,450.25,0.4192449271394238,4,16,3,0,4,4,2,346.5332,-208.7232,1.0,0.0,4.9331060915870175,0,-0.08347085004471422
AC00261,1.41,Debit,Sacramento,D000344,170.225.23.251,M084,ATM,53,Retired,278,1,1244.17,0.0011332856442447,145.12875,8,145.12875,210.7566843839123,-0.6819178733055192,515,569.875,0.0097155112271,8,17,2,0,8,8,4,242.8781481481481,-241.46814814814812,1.25,-0.25,0.8796267475025635,0,-0.03595854263097048
AC00004,13.16,Debit,Mesa,D000098,161.177.41.214,M084,Branch,43,Engineer,98,1,1019.46,0.0129087948521766,242.2311111111111,9,242.2311111111111,231.0815858330367,-0.9912997190378544,552,423.77777777777777,0.0543282815309529,9,17,0,0,9,9,5,242.8781481481481,-229.71814814814812,1.0,0.0,2.6504210882655737,0,-0.063951700993638
AC00171,165.55,Debit,Dallas,D000639,116.44.12.250,M061,Branch,28,Student,115,1,761.78,0.2173199611436373,177.98600000000002,5,177.98600000000002,231.07038458011013,-0.0538190994168209,398,405.8,0.9301293360151922,4,18,0,0,5,5,3,186.14,-20.58999999999997,1.0,0.0,5.1152955646396885,0,-0.06871321471843755
AC00181,22.15,Debit,Denver,D000452,83.182.211.68,M065,Branch,44,Doctor,73,1,7451.83,0.0029724242233115,289.46,5,289.46,314.75019253369805,-0.8492766846246839,550,523.2,0.0765217992123264,5,16,2,0,5,5,4,240.50181818181815,-218.35181818181815,1.0,0.0,3.1419947805322432,0,-0.08972420553713756
AC00471,22.01,Credit,Sacramento,D000304,124.6.134.78,M055,Online,41,Engineer,175,1,1335.09,0.0164857799848699,294.90833333333336,6,294.90833333333336,178.5466293623788,-1.5284429300508275,587,518.5,0.0746333606487891,6,16,0,0,6,6,5,305.23,-283.22,1.0,0.0,3.135928904047274,0,-0.056496033902164955
AC00366,372.41,Debit,San Diego,D000362,214.125.131.88,M088,ATM,55,Retired,143,1,3233.87,0.1151592364566293,380.47375,8,380.47375,346.5033843964793,-0.0232717784677485,503,489.125,0.9788060280111308,8,18,0,0,8,8,6,300.0543333333334,72.35566666666665,1.0,0.0,5.922677011680996,0,-0.08454129212991573
AC00133,88.06,Credit,Raleigh,D000515,35.220.238.127,M016,Online,18,Student,288,1,1779.85,0.049476079444897,199.75571428571428,7,199.75571428571428,143.96749504166357,-0.7758398119894356,373,520.7142857142857,0.4408384526814896,7,17,4,0,7,7,7,319.1859090909091,-231.1259090909091,1.0,0.0,4.489310299893557,0,-0.034378313991067444
AC00301,505.6,Debit,Denver,D000331,104.155.121.252,M021,Branch,52,Retired,183,1,5347.57,0.0945476169549907,396.9333333333333,6,396.9333333333333,334.3175644602997,0.3250402557882084,628,480.5,1.2737655357742694,6,17,1,0,6,6,1,233.2088,272.3912,1.0,0.0,6.227721737567575,0,-0.08164060932003059
AC00399,16.52,Credit,Boston,D000269,165.35.58.173,M093,Online,25,Student,135,1,835.53,0.0197718813208382,241.146,5,241.146,214.98377852759032,-1.0448509256765726,669,517.6,0.0685062161512112,5,17,2,0,5,4,6,369.5830434782609,-353.0630434782609,1.0,0.0,2.8633430855082453,0,-0.05239417510594019
AC00332,431.22,Credit,Austin,D000301,111.226.226.202,M051,Branch,73,Retired,129,1,6505.98,0.0662805603460201,294.95125,8,294.95125,175.34360939411835,0.7771526460009722,562,484.25,1.4620043142722738,8,16,4,0,8,8,4,292.34043478260867,138.87956521739136,1.125,-0.125,6.068934717874881,0,-0.05728365471544522
AC00090,109.48,Debit,Baltimore,D000122,17.36.132.202,M008,Online,61,Retired,93,1,7372.47,0.0148498400129129,286.66333333333336,9,286.66333333333336,293.23707840244214,-0.6042323648108537,496,477.8888888888889,0.3819114175746229,9,17,0,0,9,9,4,222.6319047619048,-113.1519047619048,1.0,0.0,4.704834509101037,0,-0.0807808494389653
AC00489,209.09,Debit,Virginia Beach,D000058,7.105.184.86,M091,ATM,48,Doctor,203,1,9100.81,0.0229748780603045,132.6,3,132.6,98.63801143575434,0.7754616996696052,362,411.6666666666667,1.57684766214178,3,18,1,0,3,3,6,287.6629032258064,-78.57290322580641,1.0,0.0,5.347536010335536,0,-0.05741773138197742
AC00004,365.43,Debit,Portland,D000146,136.172.149.77,M014,ATM,25,Student,176,1,1073.51,0.340406703244497,242.2311111111111,9,242.2311111111111,231.0815858330367,0.5331402259715483,346,423.77777777777777,1.5086006018127778,9,16,3,0,9,9,3,286.90909090909093,78.52090909090907,1.0,0.0,5.903807507177435,0,-0.06398412121655
AC00398,418.02,Debit,Los Angeles,D000170,57.141.198.111,M017,ATM,46,Doctor,110,1,11011.86,0.0379608894410208,408.5971428571429,7,408.5971428571429,353.3688792519929,0.0266657809901179,516,434.0,1.0230614856407638,6,17,1,0,7,7,3,272.02086956521737,145.9991304347826,1.0,0.0,6.037918651479866,0,-0.09383539914599331
AC00279,39.11,Debit,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1,518.54,0.0754233038916959,235.88888888888889,9,235.88888888888889,303.0908118223169,-0.6492406935920183,429,562.7777777777778,0.165798398492699,9,18,4,0,9,8,4,295.00925925925924,-255.8992592592592,1.3333333333333333,-0.3333333333333332,3.6916256797819615,0,-0.05074797886023791
AC00422,235.42,Debit,Phoenix,D000424,105.87.212.115,M060,Branch,51,Retired,175,1,6173.23,0.0381356275402018,143.2375,4,143.2375,65.76932029196186,1.4016033553453988,482,558.0,1.6435640108211884,4,18,0,0,4,4,3,333.30766666666665,-97.88766666666666,1.0,0.0,5.465609884322231,0,-0.05400589271274342
AC00432,275.46,Debit,Fort Worth,D000027,31.75.105.19,M032,ATM,36,Doctor,67,1,9697.75,0.0284045268232321,239.1371428571429,7,239.1371428571429,187.2024403076596,0.1940298271922202,468,508.57142857142856,1.151891323568066,7,17,0,0,7,7,3,388.025,-112.56500000000004,1.2857142857142858,-0.2857142857142858,5.622066145036211,0,-0.08087185624836551
AC00189,443.79,Debit,Las Vegas,D000407,198.39.35.23,M099,ATM,53,Retired,87,1,3133.85,0.1416117555084002,302.014,5,302.014,220.4309405006475,0.6431764963575227,391,494.8,1.469435191746078,5,18,0,0,5,5,5,259.5232,184.26680000000005,1.8,-0.8,6.09760226066926,0,-0.06041518688672137
AC00448,23.3,Debit,Los Angeles,D000385,111.226.226.202,M061,ATM,59,Engineer,161,1,6711.15,0.0034718341863913,168.26571428571427,7,168.26571428571427,201.4306404908931,-0.71968055074654,447,514.5714285714286,0.1384714651995993,7,18,0,0,7,7,2,186.14,-162.83999999999995,1.0,0.0,3.190476350346503,0,-0.05963889280824264
AC00363,1362.55,Debit,El Paso,D000213,93.52.44.101,M001,ATM,29,Engineer,106,1,2429.68,0.5607940140265385,391.9091666666666,12,391.9091666666666,379.4357138378068,2.558116692590098,632,474.6666666666667,3.476698469670906,12,18,4,0,12,12,3,260.0025,1102.5475,1.0,0.0,7.217846871947003,1,0.04611791277440058
AC00482,283.45,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,0.1383013500787993,265.6716666666667,6,265.6716666666667,258.02317705327687,0.0689020790161901,383,446.3333333333333,1.0669184394271125,5,17,1,0,6,6,4,248.334,35.115999999999985,1.0,0.0,5.650557491196657,0,-0.08831465045914966
AC00223,12.04,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1,6213.32,0.0019377723986532,411.2,2,411.2,564.4974855568446,-0.7071067811865475,354,505.0,0.0292801556420233,2,16,2,0,2,2,4,305.6141666666667,-293.57416666666666,1.0,0.0,2.5680215564985067,0,-0.03985512328367763
AC00453,159.0,Debit,Las Vegas,D000545,77.92.193.22,M059,ATM,49,Engineer,38,1,369.79,0.4299737688958598,263.41111111111115,9,263.41111111111115,153.76499564631447,-0.6790304299898944,608,560.3333333333334,0.6036191842071961,9,18,0,0,9,9,5,256.05111111111114,-97.05111111111114,1.2222222222222223,-0.2222222222222223,5.075173815233827,0,-0.05783753289667426
AC00495,83.5,Debit,Dallas,D000446,34.92.221.183,M100,Branch,61,Retired,91,5,1749.79,0.0477200121157396,300.72125,8,300.72125,277.36567896847447,-0.7831583590581497,538,462.75,0.2776657785241315,8,18,0,0,8,8,3,267.6541379310345,-184.15413793103448,1.5,3.5,4.436751534363128,0,-0.010300168910526986
AC00114,477.07,Debit,Columbus,D000503,80.75.92.66,M096,Online,27,Engineer,278,1,6568.07,0.0726347313594404,317.3228571428572,7,317.3228571428572,362.2023884383926,0.4410438692739719,342,458.0,1.50342148150149,7,16,0,0,7,7,6,292.4764285714286,184.5935714285714,1.0,0.0,6.169757165284295,0,-0.08453497076508254
AC00185,21.41,Debit,Louisville,D000092,195.164.171.146,M062,Online,57,Doctor,99,1,658.91,0.0324930567148776,242.40166666666664,6,242.40166666666664,316.5751116823094,-0.6980702478230095,335,485.5,0.0883244752167545,6,16,0,0,6,6,4,240.8886206896552,-219.4786206896552,1.0,0.0,3.109507287812836,0,-0.07307902157678547
AC00089,204.7,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,0.0400036740062106,240.252,5,240.252,189.81157359339284,-0.1873015397688982,409,481.2,0.8520220435209696,5,16,3,0,5,5,5,388.025,-183.32500000000005,1.8,3.2,5.326418796658912,0,-0.016575836427404456
AC00442,302.86,Debit,Los Angeles,D000004,144.91.150.133,M081,Online,55,Doctor,275,1,5239.24,0.0578060940136355,186.5911111111111,9,186.5911111111111,156.97598856548447,0.7406794500955534,489,421.6666666666667,1.6231212633685064,9,18,0,0,9,7,4,441.5117391304348,-138.6517391304348,1.1111111111111112,-0.1111111111111111,5.71656706901562,0,-0.04715107417621717
AC00204,54.85,Credit,San Francisco,D000287,214.67.148.245,M071,Branch,58,Retired,40,1,2727.45,0.0201103594932996,379.82142857142856,7,379.82142857142856,266.5383178474577,-1.2192296822305777,425,412.2857142857143,0.1444099670897978,7,16,1,0,7,7,6,313.5111111111112,-258.66111111111115,1.0,0.0,4.02266952551521,0,-0.05506688390150333
AC00099,231.51,Credit,Oklahoma City,D000380,205.69.66.135,M008,Branch,60,Retired,96,1,5790.7,0.0399796224981435,627.745,4,627.745,460.6752072411393,-0.8601179177254741,433,427.25,0.3687962468836868,4,17,0,0,4,4,6,222.6319047619048,8.878095238095199,1.0,0.0,5.448933234855163,0,-0.037630516157789784
AC00108,134.7,Debit,Fort Worth,D000637,155.19.119.0,M074,ATM,50,Doctor,106,1,8395.85,0.0160436406081576,320.06,6,320.06,265.0999832516026,-0.6992078902701305,440,430.5,0.4208585890145597,6,16,0,0,6,6,4,330.61925925925925,-195.9192592592593,1.5,-0.5,4.910446566840824,0,-0.08687590835521564
AC00310,258.7,Debit,Charlotte,D000285,161.71.2.223,M035,ATM,27,Student,123,1,1358.37,0.1904488467795961,439.9771428571429,7,439.9771428571429,290.34133123585684,-0.6243587231811774,620,516.1428571428571,0.5879850901345525,7,17,2,0,7,7,4,297.85727272727274,-39.15727272727276,1.4285714285714286,-0.4285714285714286,5.559527118668703,0,-0.07685731815924796
AC00156,261.14,Debit,San Antonio,D000218,186.135.2.148,M040,ATM,42,Engineer,162,1,6100.08,0.0428092746324638,431.008,5,431.008,472.0442632529285,-0.3598560838964844,538,452.6,0.60588202539164,5,18,0,0,5,5,5,291.16,-30.019999999999985,1.0,0.0,5.5688787121914,0,-0.0763702950859772
AC00156,148.13,Debit,Phoenix,D000280,160.160.113.117,M025,Branch,58,Retired,56,1,2189.38,0.0676584238460203,431.008,5,431.008,472.0442632529285,-0.5992615990090524,597,452.6,0.3436827158660628,5,16,4,0,5,5,8,269.83612903225804,-121.70612903225803,1.0,0.0,5.004818408774691,0,-0.06599325740356982
AC00191,83.07,Debit,Miami,D000182,138.210.196.19,M026,Branch,27,Engineer,291,4,6704.76,0.012389705224348,170.4333333333333,3,170.4333333333333,175.149094297782,-0.4987940913060127,667,528.6666666666666,0.4874046548014864,3,16,4,0,3,3,4,308.1144444444444,-225.0444444444444,2.0,2.0,4.431649785147205,1,0.00919541772021526
AC00131,524.6,Debit,El Paso,D000593,44.73.3.217,M002,Branch,58,Doctor,76,1,13017.7,0.0402989775459566,314.38,9,314.38,252.6757667941269,0.8319753123427992,576,480.44444444444446,1.668681213817673,9,17,4,0,9,9,4,290.4270967741936,234.1729032258065,1.0,0.0,6.2645404671704,0,-0.050663729734159724
AC00035,211.18,Debit,Washington,D000428,64.89.183.39,M059,ATM,73,Retired,90,1,4069.17,0.0518975614191591,239.0188888888889,9,239.0188888888889,251.69558704139237,-0.110605391282886,384,410.22222222222223,0.8835284984450322,9,16,0,0,9,9,6,256.05111111111114,-44.871111111111134,1.0,0.0,5.357434971031125,0,-0.06872728926720251
AC00115,581.65,Debit,Boston,D000666,80.92.209.207,M009,ATM,22,Student,176,1,480.19,1.2112913638351486,250.6966666666667,3,250.6966666666667,286.614071066536,1.1547002284354146,664,609.6666666666666,2.320134558364025,3,16,0,0,3,3,2,350.868,230.782,1.0,0.0,6.367586663019273,0,-0.0511457499726079
AC00142,25.58,Debit,Omaha,D000083,194.29.57.163,M048,ATM,60,Engineer,166,1,6741.41,0.0037944584293196,264.85,2,264.85,338.37887906901045,-0.7071067811865477,353,461.0,0.096582971493298,2,16,3,0,2,2,5,421.338076923077,-395.758076923077,1.0,0.0,3.2801590532850997,0,-0.05699021927492981
AC00398,142.78,Debit,San Diego,D000499,80.75.92.66,M021,Branch,68,Doctor,150,1,11705.88,0.0121972888838771,408.5971428571429,7,408.5971428571429,353.3688792519929,-0.7522369921760557,544,434.0,0.3494395457628541,6,16,1,0,7,7,6,233.2088,-90.4288,1.0,0.0,4.968284353555726,0,-0.08444570371105115
AC00467,639.57,Debit,Philadelphia,D000166,189.183.50.147,M013,Branch,60,Doctor,43,1,11726.47,0.0545407100346481,400.73,3,400.73,271.4443176785987,0.8798857977303342,321,451.6666666666667,1.596012277593392,3,16,0,0,3,3,2,315.64696969696973,323.9230303030303,1.0,0.0,6.4623584049826,0,-0.06814453269998094
AC00015,250.01,Debit,Kansas City,D000191,157.47.114.20,M057,ATM,62,Retired,88,1,1541.48,0.1621882865817266,287.185,4,287.185,336.84536813400496,-0.1103622122101169,363,532.75,0.8705538241899821,4,16,0,0,4,4,5,243.34148148148148,6.668518518518511,1.0,0.0,5.525492778975617,0,-0.09180796908714417
AC00303,24.56,Debit,Mesa,D000428,16.131.3.140,M033,Branch,64,Doctor,69,1,9869.93,0.0024883661788888,498.2416666666666,6,498.2416666666666,610.5499395599566,-0.7758278823318934,380,389.3333333333333,0.0492933482747662,6,17,4,0,6,6,6,324.457037037037,-299.897037037037,1.0,0.0,3.241028629509334,0,-0.05083765625282166
AC00430,5.76,Debit,Houston,D000277,145.246.171.225,M070,Branch,38,Engineer,164,1,5859.79,0.0009829703794845,210.43,7,210.43,249.6052693754681,-0.8199746764645648,433,481.57142857142856,0.0273725229292401,5,17,0,0,7,7,5,261.320625,-255.560625,1.2857142857142858,-0.2857142857142858,1.9110228900548727,0,-0.06566511016865695
AC00144,132.48,Debit,Charlotte,D000097,44.197.126.59,M062,Branch,36,Engineer,101,1,9313.05,0.0142252001224088,230.37125,8,230.37125,184.75310980854576,-0.5298489974076315,452,491.75,0.5750717591713376,8,18,2,0,8,8,5,240.8886206896552,-108.4086206896552,1.25,-0.25,4.893951653883173,0,-0.08550795122905774
AC00106,329.75,Debit,Sacramento,D000369,160.160.113.117,M064,Online,56,Retired,211,1,6009.43,0.0548720926943154,344.03,6,344.03,191.6299234462092,-0.0745186333282045,314,466.3333333333333,0.958491991977444,6,17,0,0,6,6,5,323.9093103448276,5.8406896551724685,1.0,0.0,5.801362802995065,0,-0.090208424212877
AC00225,589.89,Debit,Jacksonville,D000252,88.55.149.101,M028,Branch,56,Engineer,213,3,9404.63,0.0627233607276416,266.0272727272728,11,266.0272727272728,194.6182164182433,1.6640925666317468,380,468.3636363636364,2.2174042305983663,11,16,4,0,11,10,1,312.6157575757576,277.2742424242424,1.181818181818182,1.818181818181818,6.3816298748711455,0,-0.012497146027062866
AC00154,371.86,Debit,Miami,D000147,41.110.46.150,M073,ATM,46,Doctor,91,1,1329.45,0.2797096543683478,173.886,5,173.886,172.6220002780642,1.146864244888242,622,503.8,2.1385275410326305,5,17,0,0,5,5,3,333.0779166666667,38.78208333333333,1.0,0.0,5.921203014067316,0,-0.08557429037821496
AC00060,74.27,Credit,Memphis,D000249,190.164.160.79,M090,Online,59,Doctor,148,1,13696.61,0.0054225096574991,388.18,4,388.18,234.76214416582016,-1.337140624249347,479,407.25,0.191328765005925,4,17,3,0,4,4,3,175.5325,-101.2625,1.5,-0.5,4.321081649046441,0,-0.014768414648878292
AC00085,702.87,Debit,Washington,D000352,216.31.34.238,M033,ATM,19,Student,184,1,1237.5,0.5679757575757576,282.61833333333334,6,282.61833333333334,254.08378117594728,1.6539885573241366,515,506.0,2.4869936486781348,5,17,2,0,6,6,3,324.457037037037,378.412962962963,1.0,0.0,6.556593680015544,0,-0.06817008416256992
AC00373,14.16,Credit,Oklahoma City,D000665,12.240.113.200,M076,Branch,74,Retired,290,1,5399.76,0.002622338770612,222.35444444444445,9,222.35444444444445,217.3368003877341,-0.9579346161028436,664,506.8888888888889,0.0636821091450586,9,16,0,0,9,8,3,331.9038095238095,-317.7438095238095,1.0,0.0,2.7186603802142257,0,-0.030820348297051936
AC00308,330.91,Debit,Kansas City,D000005,184.185.209.72,M041,ATM,36,Engineer,28,1,6481.35,0.051055721416063,242.23,2,242.23,125.41245871124607,0.7071067811865476,608,484.5,1.366098336291954,2,17,0,0,2,2,6,258.3655,72.54450000000003,1.0,0.0,5.804863847829139,0,-0.07599448665074943
AC00396,307.24,Debit,San Jose,D000584,17.87.7.140,M096,ATM,19,Student,136,2,1670.72,0.1838967630722084,410.8375,8,410.8375,467.713901371035,-0.2214975858026007,367,499.875,0.7478382572184867,8,16,3,0,8,8,3,292.4764285714286,14.763571428571424,1.125,0.875,5.730878700317902,0,-0.062198075581687884
AC00023,126.22,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,0.0205790905874546,208.6233333333333,6,208.6233333333333,124.4626409275758,-0.6620728334157994,549,506.3333333333333,0.6050138207615,6,16,3,0,6,6,2,441.5117391304348,-315.29173913043485,1.5,2.5,4.845917871250658,0,-0.026030270006348222
AC00284,486.08,Debit,Oklahoma City,D000170,138.87.180.254,M060,Online,18,Student,68,1,1748.69,0.2779680789619658,441.66875,8,441.66875,338.6588489252232,0.1311386078968399,502,481.0,1.1005532992768905,7,17,1,0,8,8,3,333.30766666666665,152.77233333333334,1.0,0.0,6.188428380638807,0,-0.08473095806992292
AC00398,473.2,Debit,Houston,D000116,120.170.93.69,M054,Online,34,Doctor,173,1,248.52,1.9040721068726865,408.5971428571429,7,408.5971428571429,353.3688792519929,0.1828198829495332,454,434.0,1.1581089302071896,6,16,0,0,7,7,4,349.355925925926,123.84407407407406,1.0,0.0,6.161629173631305,0,-0.06531827305166582
AC00071,451.31,Debit,Fort Worth,D000020,68.254.244.208,M046,ATM,62,Retired,166,5,2963.29,0.1523003148527481,506.265,8,506.265,509.07092489301385,-0.1079515590318761,335,501.25,0.8914501298726951,8,16,0,0,8,8,2,297.62807692307695,153.68192307692306,2.0,3.0,6.114367785458937,1,0.009830091437002086
AC00200,136.05,Debit,Atlanta,D000362,82.115.199.37,M068,Online,24,Student,63,3,1127.54,0.1206609078170175,221.06714285714287,7,221.06714285714287,227.2230870542785,-0.3741571508393167,650,523.2857142857143,0.6154238854388131,7,16,0,0,7,7,6,302.5021875,-166.45218749999998,1.7142857142857142,1.2857142857142858,4.920345822748795,0,-0.04684351163196193
AC00173,498.59,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,0.0850402269149358,448.8,4,448.8,216.57487727496616,0.2298973945015144,643,478.5,1.110940285204991,4,16,0,0,4,4,4,388.025,110.56499999999994,1.0,0.0,6.213787762038289,0,-0.03742025023411555
AC00171,97.98,Debit,Denver,D000470,211.42.9.0,M033,Branch,72,Retired,18,1,7460.33,0.0131334672862996,177.98600000000002,5,177.98600000000002,231.07038458011013,-0.3462408224462993,636,405.8,0.5504927353836818,4,16,0,0,5,5,4,324.457037037037,-226.477037037037,1.0,0.0,4.59491780952374,0,-0.07241100511098947
AC00419,104.63,Debit,Omaha,D000642,186.135.2.148,M095,ATM,62,Retired,90,1,4477.78,0.023366489644422,280.6066666666666,3,280.6066666666666,173.58652434256908,-1.0137691697736897,585,549.3333333333334,0.372870684944525,3,17,2,0,3,3,4,205.84,-101.21,1.0,0.0,4.659942421835071,0,-0.07064447866841084
AC00282,280.61,Debit,Mesa,D000485,186.135.2.148,M085,ATM,47,Engineer,129,3,7888.76,0.0355708628479,297.63,6,297.63,343.14311387524594,-0.0496002959458712,342,473.8333333333333,0.9428149044115176,5,16,0,0,5,6,7,326.4096,-45.7996,1.3333333333333333,1.6666666666666667,5.64052313501701,0,-0.06021872684444024
AC00376,213.25,Debit,San Francisco,D000441,71.93.189.160,M076,Branch,25,Student,63,1,677.79,0.3146254739668629,208.4766666666667,3,208.4766666666667,102.41346314490754,0.0466084554389045,619,585.0,1.0228962473818013,3,17,3,0,3,3,8,331.9038095238095,-118.65380952380951,1.0,0.0,5.367143557477889,0,-0.066078464486858
AC00142,504.12,Credit,Baltimore,D000248,104.80.232.55,M008,Branch,25,Student,101,1,1107.28,0.4552777978469764,264.85,2,264.85,338.37887906901045,0.7071067811865475,569,461.0,1.9034170285067016,2,17,4,0,2,2,5,222.6319047619048,281.4880952380952,1.0,0.0,6.224796024809682,0,-0.033919717658610626
AC00177,242.62,Credit,San Francisco,D000332,138.87.180.254,M094,Online,22,Student,234,1,483.02,0.5022980414889653,328.1222222222222,9,328.1222222222222,231.34371548508605,-0.3695895608961733,482,440.44444444444446,0.7394195929700993,9,16,0,0,9,9,5,249.28,-6.659999999999968,1.0,0.0,5.495609634271813,0,-0.057606284499082394
AC00309,52.04,Credit,Colorado Springs,D000310,105.87.212.115,M070,Branch,50,Doctor,31,1,8436.12,0.0061687126309251,52.04,1,52.04,,0.0,465,465.0,1.0,1,16,3,0,1,1,7,261.320625,-209.280625,1.0,0.0,3.971046345877607,0,-0.01748659359460386
AC00462,47.48,Debit,El Paso,D000198,196.244.194.198,M027,Branch,24,Student,66,1,585.52,0.0810903128842738,82.36666666666666,6,82.36666666666666,60.8489200123278,-0.5733325531430753,622,480.1666666666667,0.5764467826790773,6,16,0,0,6,6,5,255.55578947368423,-208.07578947368424,1.0,0.0,3.881151341761059,0,-0.06641773605520579
AC00464,243.85,Debit,Omaha,D000300,197.162.55.147,M082,Branch,39,Engineer,43,1,4576.78,0.0532798168144416,337.77125,8,337.77125,476.57469899983744,-0.1970756110156658,319,425.875,0.7219382940377548,7,16,2,0,8,8,3,365.9761111111111,-122.1261111111111,1.0,0.0,5.500645778148327,0,-0.08413030770151808
AC00446,662.11,Debit,Atlanta,D000416,145.246.171.225,M100,Branch,23,Student,219,1,1996.38,0.3316552960859155,207.288,5,207.288,261.2321962737365,1.7410641049903632,640,488.4,3.1941549920883023,5,16,3,0,5,5,4,267.6541379310345,394.45586206896553,1.0,0.0,6.496940888942756,0,-0.05716934406813323
